X,Y,splendida,eachamensis,utcheensis,Malanda,Tully
147.95,-21.783333,1,0,0,0,0
150.3260812,-23.49008794,1,0,0,0,0
147.95,-21.8,1,0,0,0,0
145.933333,-17.933333,1,0,0,0,0
145.916667,-17.25,1,0,0,0,0
145.585894,-17.02383502,1,0,0,0,0
145.75,-17.016667,1,0,0,0,0
145.2327773,-15.72927591,1,0,0,0,0
148.3552398,-20.99844381,1,0,0,0,0
147.2885838,-20.47345221,1,0,0,0,0
145.75,-17.15,1,0,0,0,0
150.583333,-23.683333,1,0,0,0,0
151.266667,-23.866667,1,0,0,0,0
150.3135813,-23.4900879,1,0,0,0,0
150.4510798,-23.41508834,1,0,0,0,0
151.0643896,-23.85313967,1,0,0,0,0
151.1427353,-23.82036585,1,0,0,0,0
150.516667,-23.466667,1,0,0,0,0
151.216667,-23.933333,1,0,0,0,0
151.3,-24.083333,1,0,0,0,0
151.0580007,-23.83675085,1,0,0,0,0
151.1110564,-23.95147249,1,0,0,0,0
147.15,-20.65,1,0,0,0,0
150.516,-23.383,1,0,0,0,0
151,-23.866667,1,0,0,0,0
150.15,-24.03333,1,0,0,0,0
150.3427476,-23.48175468,1,0,0,0,0
151.1454993,-23.8206392,1,0,0,0,0
151.0121684,-23.87313997,1,0,0,0,0
145.3516245,-16.39681821,1,0,0,0,0
145.633,-16.833,1,0,0,0,0
150.3052481,-23.49425453,1,0,0,0,0
151.233333,-23.883333,1,0,0,0,0
150.53333,-23.36667,1,0,0,0,0
151.155777,-23.82897251,1,0,0,0,0
150.533333,-23.366667,1,0,0,0,0
151.1535546,-23.8006392,1,0,0,0,0
145.6011111,-17.41777777,1,0,0,0,0
146.7858262,-19.29289708,1,0,0,0,0
145.6844155,-16.99014156,1,0,0,0,0
150.114953,-23.08925929,1,0,0,0,0
146.81667,-19.26667,1,0,0,0,0
150.553004,-23.32342239,1,0,0,0,0
151.1010691,-23.93175428,1,0,0,0,0
151.3,-24.083333,1,0,0,0,0
146.0690334,-17.47438269,1,0,0,0,0
145.9927778,-17.47333333,1,0,0,0,0
146.816667,-19.266667,1,0,0,0,0
146.0177691,-17.53179568,1,0,0,0,0
146.816667,-19.283333,1,0,0,0,0
149.1171861,-22.66037827,1,0,0,0,0
145.383333,-18.033333,1,0,0,0,0
151.1219024,-23.78175479,1,0,0,0,0
145.8011172,-19.26512554,1,0,0,0,0
145.5011111,-17.165,1,0,0,0,0
145.6427778,-16.82333333,1,0,0,0,0
146.0011111,-17.58166666,1,0,0,0,0
148.5923027,-20.71073499,1,0,0,0,0
149.1517845,-21.46271161,1,0,0,0,0
149.1128824,-21.51483403,1,0,0,0,0
149.2975381,-21.8863322,1,0,0,0,0
149.3615522,-21.92721949,1,0,0,0,0
145.7697422,-18.41920472,1,0,0,0,0
146.8372004,-19.32210944,1,0,0,0,0
146.7362724,-19.4085748,1,0,0,0,0
146.5528479,-19.17628426,1,0,0,0,0
146.628614,-19.23021145,1,0,0,0,0
147.397105,-19.58643129,1,0,0,0,0
147.1332551,-20.63145876,1,0,0,0,0
146.0518621,-19.81682142,1,0,0,0,0
145.57408,-19.96547693,1,0,0,0,0
145.5898374,-19.96638677,1,0,0,0,0
145.4621284,-20.05987118,1,0,0,0,0
145.4283863,-19.17012793,1,0,0,0,0
145.7733023,-19.63034257,1,0,0,0,0
145.9068667,-19.12749351,1,0,0,0,0
145.9647127,-19.03859607,1,0,0,0,0
146.0257299,-18.98047329,1,0,0,0,0
145.9568558,-18.72210894,1,0,0,0,0
145.7003539,-16.8763142,1,0,0,0,0
145.6260609,-16.83598147,1,0,0,0,0
145.5990755,-16.86952823,1,0,0,0,0
145.5995863,-16.80650006,1,0,0,0,0
145.7228845,-17.14654968,1,0,0,0,0
145.4515182,-17.16583301,1,0,0,0,0
145.5841501,-17.32049449,1,0,0,0,0
145.6425953,-17.36319185,1,0,0,0,0
145.2834175,-17.64918919,1,0,0,0,0
145.60931,-17.5522318,1,0,0,0,0
146.0299364,-17.47857056,1,0,0,0,0
145.9260154,-18.00475683,1,0,0,0,0
145.9393342,-18.23336702,1,0,0,0,0
145.9831814,-19.01741163,1,0,0,0,0
145.5863142,-17.3547711,1,0,0,0,0
145.6134709,-17.36137191,1,0,0,0,0
145.6545042,-17.36410487,1,0,0,0,0
145.6596435,-17.34912792,1,0,0,0,0
145.6550636,-17.34299408,1,0,0,0,0
145.6551407,-17.41010082,1,0,0,0,0
145.6154798,-17.59805288,1,0,0,0,0
145.6089541,-17.56990067,1,0,0,0,0
145.7312877,-17.45458168,1,0,0,0,0
145.5766865,-17.39506491,1,0,0,0,0
145.5968868,-17.41691203,1,0,0,0,0
145.2876294,-15.99025798,1,0,0,0,0
145.5011919,-17.07970947,1,0,0,0,0
145.9829106,-19.01951062,1,0,0,0,0
145.935237,-19.06910782,1,0,0,0,0
145.909615,-19.13286266,1,0,0,0,0
146.8590171,-21.53482583,1,0,0,0,0
144.7120355,-18.68925975,1,0,0,0,0
144.9898268,-18.23013518,1,0,0,0,0
145.0498285,-18.06943096,1,0,0,0,0
144.9651541,-18.08767848,1,0,0,0,0
145.6339353,-17.37331845,1,0,0,0,0
145.6213148,-17.39247584,1,0,0,0,0
145.5356057,-17.42096471,1,0,0,0,0
145.5671396,-17.40934567,1,0,0,0,0
145.577374,-17.34591728,1,0,0,0,0
145.5578461,-17.33573116,1,0,0,0,0
145.5880617,-17.41360972,1,0,0,0,0
145.5940186,-17.44219524,1,0,0,0,0
145.433333,-17.133333,0,1,0,0,0
145.85,-17.516667,0,1,0,0,0
145.55,-17.46667,0,1,0,0,0
145.6,-17.45,0,1,0,0,0
145.6,-17.416,0,1,0,0,0
145.6260846,-17.28597388,0,1,0,0,0
145.6,-17.4,0,1,0,0,0
145.61667,-17.3,0,1,0,0,0
145.616667,-17.283333,0,1,0,0,0
145.617573,-17.282003,0,1,0,0,0
145.633,-17.283,0,1,0,0,0
145.61667,-17.26667,0,1,0,0,0
145.6344389,-17.28179851,0,1,0,0,0
145.60816,-17.37933,0,1,0,0,0
145.5758,-17.42573,0,1,0,0,0
145.5802778,-17.39416666,0,1,0,0,0
145.61667,-17.28333,0,1,0,0,0
145.6719444,-17.7025,0,1,0,0,0
145.6052778,-17.35666666,0,1,0,0,0
145.5927778,-17.15805555,0,1,0,0,0
145.5011111,-17.165,0,1,0,0,0
145.6011111,-17.41777777,0,1,0,0,0
145.5511111,-17.47055555,0,1,0,0,0
145.6302778,-17.16083333,0,1,0,0,0
145.4763667,-17.26189058,0,1,0,0,0
145.4906705,-17.38979235,0,1,0,0,0
145.4955755,-17.38372176,0,1,0,0,0
145.4854726,-17.3486422,0,1,0,0,0
145.5999997,-17.45107192,0,1,0,0,0
145.5382229,-17.34086408,0,1,0,0,0
145.525928,-17.09946744,0,1,0,0,0
145.49195,-17.3542256,0,1,0,0,0
145.6579302,-17.39646915,0,1,0,0,0
145.6154798,-17.59805288,0,1,0,0,0
145.89179,-17.559711,0,0,1,0,0
145.860656,-17.549594,0,0,1,0,0
145.842075,-17.551149,0,0,1,0,0
145.906569,-17.56503,0,0,1,0,0
145.897171,-17.569207,0,0,1,0,0
145.961329,-17.665848,0,0,1,0,0
145.852621,-17.572265,0,0,1,0,0
145.960548,-17.520931,0,0,1,0,0
145.920914,-17.642513,0,0,1,0,0
145.842263,-17.596294,0,0,1,0,0
145.961788,-17.666097,0,0,1,0,0
145.91222,-17.521545,0,0,1,0,0
145.962296,-17.627894,0,0,1,0,0
145.973615,-17.676552,0,0,1,0,0
145.939844,-17.638724,0,0,1,0,0
145.906632,-17.565007,0,0,1,0,0
145.84198,-17.551823,0,0,1,0,0
145.862499,-17.549832,0,0,1,0,0
145.959878,-17.52044,0,0,1,0,0
145.872333,-17.592509,0,0,1,0,0
145.891746,-17.559806,0,0,1,0,0
145.922238,-17.641837,0,0,1,0,0
145.593247,-17.373161,0,0,0,1,0
145.583109,-17.387124,0,0,0,1,0
145.589435,-17.376732,0,0,0,1,0
145.573466,-17.399956,0,0,0,1,0
145.65793,-17.396469,0,0,0,1,0
145.66672,-17.386924,0,0,0,1,0
145.596665,-17.394702,0,0,0,1,0
145.571346,-17.400462,0,0,0,1,0
145.65793,-17.396469,0,0,0,1,0
145.673035,-17.390514,0,0,0,1,0
145.656063,-17.401276,0,0,0,1,0
145.562289,-17.402566,0,0,0,1,0
145.596328,-17.40402,0,0,0,1,0
145.601075,-17.381341,0,0,0,1,0
145.594783,-17.366241,0,0,0,1,0
145.563874,-17.825778,0,0,0,0,1
145.6120694,-17.5275398,0,0,0,0,1
145.6119873,-17.52744798,0,0,0,0,1
145.612069,-17.52754,0,0,0,0,1
